---Model---
date, tmin, tmax
2002-07-01,293.3399298534736,308.069319131212
2002-07-02,293.56135484872254,308.52762212562203
2002-07-03,293.8590463433282,308.66064890250743
2002-07-04,293.73127439728216,307.16261195521616
2002-07-18,294.4914183073871,308.1770241752162
2002-07-21,293.12842537987905,308.51434246922565
2002-07-22,296.1479712639237,311.3334333284115
2002-07-23,296.07824246719673,307.8671074986235
2002-07-30,294.75203749273584,306.4549433465328
2002-07-31,294.7247521479865,306.7877894066417
2002-08-01,294.1666652463479,308.9045006046038
2002-08-02,294.343690669346,309.2869486877351
2002-08-03,293.47879094720076,308.555545602387
2002-08-13,293.4998734768914,308.3956803413773
2002-08-14,294.26737286898924,309.5529588510729
2002-08-15,296.1847532614256,307.8960007513316
2003-08-14,294.2627036419117,306.55415972773756
2003-08-15,294.9214755783126,306.5414558540593
2003-08-21,293.88491814913715,307.2381619754975
2005-06-26,294.54766268262364,309.3186428373005
2005-06-28,293.38991637551965,306.8534591921322
2005-07-20,293.1884107639549,306.50984079042865
2005-07-21,293.3948986752701,306.8749402083642
2005-08-10,293.49067663720353,308.71683458944455
2005-08-11,294.91828674787956,307.2833624810124
2006-06-19,294.5381768237794,306.560113680093
2006-07-15,293.6908940534632,309.2300535901779
2006-07-16,294.26501655496605,309.38619487626363
2006-07-17,295.5367856494773,309.3018107093855
2006-07-18,295.2754400961962,306.9446242232736
2006-07-29,293.935079087361,306.2852173968495
2006-08-02,296.16304689667834,307.9647152825209
2007-06-27,295.3636646373745,307.836992961309
2007-07-26,293.7486172153536,309.49098215936084
2007-07-27,295.876042573811,309.4081627534669
2007-07-28,293.5405384562549,306.4626206112882
2008-07-09,294.2796798156283,306.5390483411964
2008-07-13,293.6539236812085,306.8981143711807
2008-07-30,293.3940054834564,306.18058354876047
2009-08-18,293.6976239354098,306.67012879674525
2010-07-05,293.1441499898278,310.47777057227603
2010-07-06,293.6265017726146,311.7726912246518
2010-07-08,293.7193785803621,310.9033368032478
2010-07-09,295.23601999321016,308.1294823144585
2010-08-04,295.71970442210846,307.0563843269836
2010-09-01,294.160191840329,307.16960635666493
2010-09-02,294.3564473736668,307.0886392377278
2010-09-03,294.1018916121492,306.4065712992747
2011-07-03,296.92209099554276,309.69330393762266
2011-07-04,296.4512856372885,308.49237515094836
2011-07-05,293.66432556551473,306.5684429071777
2011-07-11,293.1207603368665,307.3808269721546
2011-07-12,294.9236682649738,306.395575204256
2011-07-18,293.7757196933753,306.29481022754936
2011-07-22,296.0963095729411,308.6408182828764
2011-07-23,294.9085606883868,306.46566189149587
2012-06-20,294.25538791557045,307.5781480907864
2012-06-21,295.976042777559,308.02818064021875
2012-07-15,293.5337375411329,308.235128573708
2012-07-16,293.9149378756661,307.8405768544941
2012-07-17,294.0696009576474,308.0374807546631
2013-08-20,293.41106558821673,306.33348271678994
2014-07-01,294.3444047598161,306.79790815765733
2014-07-02,294.1190122068945,306.79374618433843
2015-08-17,293.37671275991937,308.30810052537043
2015-08-18,294.16496833797794,308.74818003997365
2015-08-19,294.2094692878433,307.92205271969533
2015-08-20,294.49950675701103,306.1897561995676
2016-07-14,294.5306929300658,307.54818167873543
2016-07-22,293.39216476035006,307.035054960099
2016-08-12,293.5206017064109,308.0093429397519
2016-08-13,294.4314418967689,306.82165511425325
2018-07-01,294.27644080932714,309.7568331786686
2018-07-02,296.37373293350805,312.4242029711269
2018-07-03,297.06714124106645,311.46435436917324
2018-07-04,295.9097453327784,310.25837454350415
2018-07-05,293.57480536911163,309.4211591224219
2018-07-15,293.1566453995447,308.30787926289497
2018-07-16,294.3901439756158,309.12984232816746
2018-07-17,294.3403609114585,307.70244011036766
2018-08-04,293.3760706816375,306.1891302779253
2018-08-05,293.5058774525827,307.3310416076829
2018-08-06,294.27387984445164,307.77613326180597
2018-08-07,294.80488964963166,306.2510274753583
2018-08-28,293.86190738575993,306.38320197046653
2019-07-20,293.1410545418643,306.495268954449
2019-07-29,294.37373933577265,306.60510598544226
2019-07-30,295.12785953758413,306.2861257293568
2020-06-21,293.26824307623025,308.1368768302126
2020-06-22,293.83985898636377,306.3488157318794
2020-07-08,295.52670415120764,308.35940121610804
2020-07-09,295.13585610319114,308.52748912030773
2020-07-10,294.5023537153355,308.5164327170029
2020-07-11,294.80875825259903,306.26234332871735
2020-07-19,294.4853183729714,307.10961694536553
2020-07-20,294.0258413683371,306.3203459078724
2020-08-11,294.0805286311371,307.1930367329586
2021-06-07,294.9219193616318,307.03868733185476
2021-06-08,295.56444014328025,306.5030696011637
2021-06-28,295.92685326587116,306.6062020575614
2021-08-10,294.81285887918756,307.06003982752543
2021-08-11,297.1225959060661,307.006175716874
2021-08-12,296.98468088697615,308.0814144048444
2021-08-13,296.1169923014425,308.57454453687103
2022-06-26,293.2904558850724,307.09974411779723
2022-08-07,293.37294865262965,306.40298690507126
