date; S; urban, rural, UHI; C; urban, rural, UHI; T; urban, rural, UHI;

---tasmin---
2010-07-08;S; 33.95,34.48744234592448,-0.5374423459244753;C; 39.79301155416209,39.233485678095406,0.5595258760666866;T; 40.04779677964217,39.23483560270961,0.8129611769325606;
2010-07-09;S; 30.200000000000003,30.487442345924478,-0.28744234592447526;C; 38.968129831050135,38.55959439453932,0.40853543651081736;T; 39.27915844975388,38.52957217525136,0.7495862745025192;
2010-08-04;S; 29.0,29.28744234592449,-0.2874423459244895;C; 33.64596557445236,33.74183150670018,-0.09586593224781836;T; 34.32789145332288,33.82379645561622,0.5040949977066589;
2010-09-01;S; 32.150000000000006,32.387442345924455,-0.23744234592444968;C; 34.172777118875445,34.3127283695074,-0.13995125063195246;T; 34.873942185370026,34.31007427826927,0.5638679071007573;
2010-09-02;S; 28.15,29.9302994887816,-1.7802994887816013;C; 33.7927292571444,34.17998936169852,-0.38726010455411597;T; 34.368654912191516,34.20570360546833,0.16295130672318692;
2010-09-03;S; 33.15,32.98744234592448,0.16255765407552047;C; 32.95201321213733,33.244930934859156,-0.2929177227218247;T; 33.38632855970013,33.26515806122097,0.1211704984791595;
2011-07-03;S; 30.4,29.9302994887816,0.46970051121839873;C; 35.87596333043149,36.64155885048626,-0.7655955200547737;T; 36.91165376261284,36.78967491098871,0.12197885162413513;
2011-07-04;S; 29.8,29.858870917353045,-0.05887091735304395;C; 37.30884684273366,37.236090652537996,0.07275619019566193;T; 38.00586952765042,37.30153671993264,0.7043328077177762;
2011-07-05;S; 29.85,29.5445852030673,0.3054147969327019;C; 35.6111497254721,34.669504510770366,0.9416452147017367;T; 35.98738861779424,34.73277847164212,1.2546101461521175;
2011-07-11;S; 30.299999999999997,30.658870917353056,-0.35887091735305887;C; 33.87331306351501,33.824509747205184,0.04880331630982937;T; 34.479056473492335,33.86348291180451,0.6155735616878246;
2011-07-12;S; 29.55,29.487442345924478,0.0625576540755226;C; 35.32368672561603,35.19722680236441,0.12645992325161615;T; 35.78211228665083,35.22623755957403,0.5558747270767981;
2011-07-18;S; 28.35,28.28268044116254,0.0673195588374611;C; 33.340949350060555,33.19101372649038,0.14993562357017254;T; 33.746607898121226,33.21483126184688,0.5317766362743441;
2011-07-21;S; 35.25,33.68744234592447,1.5625576540755333;C; 26.72472887091004,29.901486078298376,-3.1767572073883343;T; 30.84317248984189,30.279111276483547,0.5640612133583431;
2011-07-22;S; 31.6,31.666013774495866,-0.06601377449586465;C; 30.61774160110616,35.84112608249933,-5.223384481393168;T; 35.87960558300347,36.024879221702804,-0.14527363869933652;
2011-07-23;S; 32.1,31.78744234592449,0.31255765407551195;C; 31.455929379524207,34.67114974681823,-3.215220367294023;T; 35.76637606341086,34.98207178620106,0.7843042772097988;
2012-06-20;S; 32.35,32.61601377449591,-0.2660137744959101;C; 27.77601907291296,32.07798575972021,-4.301966686807248;T; 31.29848688330452,32.186402844754184,-0.8879159614496643;
2012-06-21;S; 33.099999999999994,31.149347107829215,1.9506528921707798;C; 33.7396035845137,35.862479516873805,-2.1228759323601025;T; 35.92879963942562,36.06858832807029,-0.1397886886446713;
2012-07-14;S; 33.0,33.5993471078292,-0.5993471078292032;C; 33.651893884989875,33.47938177333725,0.17251211165262248;T; 34.19953741329806,33.50793440139881,0.6916030118992467;
2012-07-15;S; 31.1,31.182680441162574,-0.082680441162573;C; 36.141567843352675,35.881338908333476,0.2602289350191995;T; 36.41156924935325,35.89777485376453,0.5137943955887181;
2012-07-16;S; 29.25,29.273156631638756,-0.023156631638755698;C; 35.55743528576721,35.3518458974163,0.20558938835091567;T; 35.82878581705438,35.28497626843807,0.5438095486163093;
2012-07-17;S; 29.5,29.058870917353033,0.4411290826469667;C; 33.768678022829874,33.2902613232726,0.47841669955727184;T; 34.12191399044332,33.25882266950629,0.8630913209370306;
2012-07-18;S; 24.549999999999997,24.5445852030673,0.005414796932697641;C; 36.32673739553883,36.49362532071024,-0.16688792517140882;T; 36.77333433242029,36.56396844195325,0.20936589046704057;
2013-07-16;S; 31.5,31.232680441162586,0.2673195588374142;C; 32.60158856221034,33.21789182935032,-0.6163032671399833;T; 33.28229875772331,33.25950625594504,0.022792501778269525;
2013-08-20;S; 28.25,28.396013774495884,-0.14601377449588426;C; 33.40330111155964,33.59007376122281,-0.18677264966316898;T; 33.83239031115039,33.554213872420405,0.2781764387299859;
2014-07-01;S; 33.0,32.37315663163872,0.6268433683612784;C; 30.094500731781807,32.02134646010086,-1.9268457283190514;T; 32.490313302130176,32.25617412259908,0.2341391795310983;
2014-07-02;S; 29.8,29.699347107829226,0.10065289217077478;C; 33.64849549949514,35.26216591285464,-1.6136704133595003;T; 36.00638514315847,35.38157724745679,0.6248078957016787;
2015-08-16;S; 29.049999999999997,29.49101377449591,-0.4410137744959144;C; 32.22650352119189,32.23651051885906,-0.010006997667176165;T; 32.76779550142027,32.23861139354432,0.5291841078759489;
2015-08-17;S; 30.9,31.03268044116254,-0.13268044116254174;C; 34.07470860331955,34.25026032840759,-0.17555172508804162;T; 34.73546952347317,34.23678269966774,0.4986868238054285;
2015-08-18;S; 30.95,31.26601377449589,-0.3160137744958895;C; 36.396163985515784,36.10344248814198,0.2927214973738046;T; 36.98458694301581,36.1053849121472,0.8792020308686119;
2015-08-19;S; 31.15,31.58268044116255,-0.4326804411625531;C; 35.49855808802084,35.35492820731798,0.14362988070286065;T; 35.99638651969468,35.304849448594155,0.6915370711005266;
2015-08-20;S; 30.35,30.28268044116254,0.0673195588374611;C; 35.5336322443531,35.38607523508972,0.14755700926338022;T; 35.888005752028505,35.36911352375711,0.5188922282713975;
2016-07-14;S; 28.75,29.156013774495875,-0.40601377449587517;C; 36.29532738583549,36.209702254573756,0.08562513126173599;T; 36.99341090963179,36.22058794036292,0.7728229692688728;
2016-07-22;S; 31.950000000000003,31.156013774495875,0.7939862255041277;C; 34.32827714122203,35.36266912082709,-1.0343919796050614;T; 34.98883717944119,35.377549395062886,-0.38871221562169467;
2016-08-12;S; 27.049999999999997,22.99101377449591,4.058986225504086;C; 35.21922540417819,35.378851975576254,-0.15962657139806424;T; 35.731833928593744,35.430961793807285,0.30087213478645936;
2016-08-13;S; 20.35,22.196013774495896,-1.8460137744958942;C; 34.41352502359217,34.09144934275878,0.3220756808333931;T; 34.86260568285735,34.100028464649085,0.7625772182082642;
2018-06-30;S; 31.75,31.40172806021019,0.34827193978981086;C; 30.268551667233737,30.82820239470317,-0.5596507274694318;T; 31.901274420193147,30.948093970803882,0.953180449389265;
2018-07-01;S; 34.25,33.51601377449589,0.7339862255041112;C; 30.170430490182582,31.71238633221037,-1.5419558420277895;T; 30.301850569503188,31.88603553507511,-1.5841849655719216;
2018-07-02;S; 35.95,34.916013774495866,1.0339862255041368;C; 38.790488490296354,39.54342169912917,-0.7529332088328147;T; 40.14482339593411,39.60203090739634,0.5427924885377706;
2018-07-03;S; 32.900000000000006,31.63029948878159,1.2697005112184172;C; 39.51237921436535,40.19765846031419,-0.6852792459488342;T; 40.35158190200724,40.2567150537713,0.09486684823593805;
2018-07-04;S; 33.3,33.57315663163877,-0.2731566316387699;C; 37.461464291210916,36.89810670255872,0.5633575886521953;T; 37.884552063542,36.85220497867084,1.0323470848711622;
2018-07-05;S; 34.599999999999994,33.67315663163873,0.9268433683612614;C; 38.07624473485822,37.58734607136557,0.4888986634926482;T; 38.507708315833895,37.55261382635331,0.9550944894805866;
2018-07-15;S; 31.35,30.37315663163878,0.976843368361223;C; 33.71877825910548,33.850695902013115,-0.13191764290763786;T; 34.258665182260245,33.867338677639566,0.39132650462067886;
2018-07-16;S; 33.6,32.78744234592443,0.8125576540755688;C; 35.6967796502459,35.38215772126631,0.31462192897959085;T; 36.04972862691528,35.28849452219566,0.7612341047196196;
2018-07-17;S; 29.6,28.23029948878161,1.3697005112183902;C; 37.25624125117821,37.657408742120936,-0.40116749094272564;T; 37.66911523637566,37.676411960175926,-0.007296723800266136;
2018-08-04;S; 26.75,26.95887091735301,-0.20887091735301055;C; 30.67448864041006,32.1931976592154,-1.518709018805339;T; 32.87782416078892,32.41810829598029,0.45971586480862925;
2018-08-05;S; 31.4,30.687442345924467,0.7125576540755318;C; 31.965427305776473,32.88719444241832,-0.9217671366418472;T; 33.73280389883615,33.05116374230994,0.681640156526214;
2018-08-06;S; 32.1,31.987442345924478,0.11255765407552332;C; 32.129262321581336,34.282170122878995,-2.1529078012976584;T; 35.15558065633803,34.45578935841729,0.6997912979207399;
2018-08-07;S; 28.2,27.330299488781577,0.8697005112184222;C; 34.39566493072783,35.94610942356303,-1.5504444928351973;T; 36.45998374341167,36.08998388233164,0.36999986108003213;
2018-08-28;S; 30.75,31.11601377449591,-0.36601377449591155;C; 29.581127263926874,31.640945693912954,-2.0598184299860804;T; 30.801932988495366,31.678553017866363,-0.8766200293709971;
2019-07-20;S; 33.05,32.973156631638744,0.07684336836125283;C; 32.21479125587007,32.25903760981981,-0.0442463539497453;T; 32.86419211587889,32.2852849199553,0.5789071959235912;
2019-07-29;S; 31.2,30.987442345924478,0.21255765407552119;C; 32.042339638761916,32.63467308308651,-0.5923334443245949;T; 33.21026982275765,32.65237535941742,0.557894463340233;
2019-07-30;S; 31.4,30.95887091735301,0.441129082646988;C; 34.295193385705545,34.613701784843954,-0.318508399138409;T; 35.07089016712092,34.68924107331196,0.38164909380896006;
2020-05-26;S; 32.55,32.658870917353,-0.10887091735300203;C; 24.880107339239373,25.657958304222575,-0.7778509649832017;T; 25.0662846269459,25.695607678544775,-0.6293230515988739;
2020-06-18;S; 33.349999999999994,32.8160137744959,0.5339862255040941;C; 30.488796197821955,29.933326957780935,0.5554692400410204;T; 31.243924044181256,29.98709745872685,1.2568265854544052;
2020-06-19;S; 32.55,32.33029948878158,0.21970051121842005;C; 33.29545327340952,32.55611934049426,0.7393339329152582;T; 33.910210433857,32.55173580453197,1.3584746293250305;
2020-06-20;S; 33.75,33.2017280602102,0.5482719397897995;C; 34.57556919863583,34.70320163862107,-0.12763243998523421;T; 34.9809980250767,34.70191981000113,0.27907821507557173;
2020-06-21;S; 33.6,33.087442345924444,0.5125576540755574;C; 36.9016774001945,36.274185547941215,0.6274918522532857;T; 37.26630041498146,36.25145200375101,1.014848411230446;
2020-06-22;S; 34.75,34.001728060210155,0.748271939789845;C; 36.469710492918864,35.39936613382878,1.070344359090086;T; 36.7919137851822,35.38999270046804,1.4019210847141608;
2020-07-07;S; 32.900000000000006,32.78744234592449,0.11255765407551621;C; 33.04646985505701,32.66148157854872,0.38498827650829526;T; 33.26086130475767,32.596450546498374,0.6644107582592937;
2020-07-08;S; 30.35,30.801728060210166,-0.451728060210165;C; 35.16826885141302,35.673322375121245,-0.5050535237082272;T; 35.47140329570931,35.652177088523786,-0.18077379281447747;
2020-07-09;S; 33.75,33.773156631638756,-0.023156631638755698;C; 35.89850856638009,34.93816509055256,0.9603434758275284;T; 35.732075283878714,34.90674297388017,0.8253323099985437;
2020-07-10;S; 35.55,35.03029948878162,0.5197005112183746;C; 35.796770369423996,35.21780161253247,0.5789687568915269;T; 35.79237119526738,35.12784800110376,0.6645231941636212;
2020-07-11;S; 27.4,28.001728060210155,-0.6017280602101565;C; 37.736424670552026,37.0629499144556,0.6734747560964252;T; 38.06864983576412,37.016945696942344,1.0517041388217763;
2020-07-19;S; 32.849999999999994,32.53029948878162,0.31970051121837173;C; 32.419570855196355,32.77102283347034,-0.35145197827398533;T; 33.781707701565665,32.84910843059157,0.9325992709740945;
2020-07-20;S; 28.75,29.216013774495877,-0.46601377449587744;C; 34.898181632018805,35.67502149530384,-0.7768398632850335;T; 35.88821374621705,35.74066013739048,0.14755360882656987;
2020-07-27;S; 30.45,30.158870917353056,0.29112908264694326;C; 34.05468086355319,33.458936961908876,0.5957439016443118;T; 34.26630120534213,33.4715576436659,0.7947435616762277;
2020-08-10;S; 28.45,28.601728060210178,-0.15172806021017848;C; 31.910184166849092,32.18956703464005,-0.27938286779095733;T; 32.92459197305101,32.24648117964824,0.6781107934027659;
2020-08-11;S; 32.95,32.444585203067334,0.5054147969326692;C; 34.4639351753907,34.72945048401186,-0.26551530862116124;T; 35.201608767564835,34.77855657586042,0.4230521917044143;
2020-08-12;S; 29.15,28.8160137744959,0.3339862255040984;C; 34.183460600731735,34.22632812330022,-0.04286752256848558;T; 34.88779597981056,34.23301271461395,0.6547832651966132;
2021-06-07;S; 32.9,33.3160137744959,-0.4160137744959016;C; 31.415770291315084,33.22858107941897,-1.8128107881038886;T; 33.67266929260728,33.481880128944226,0.1907891636630552;
2021-06-08;S; 30.45,30.45887091735301,-0.008870917353011265;C; 33.66852382246128,34.57082904923442,-0.9023052267731373;T; 35.05380893407823,34.69927263900905,0.35453629506918105;
2021-06-28;S; 31.1,30.887442345924455,0.21255765407554605;C; 30.01864181403522,34.32524018687377,-4.30659837283855;T; 33.69396110219935,34.50474846346083,-0.8107873612614753;
2021-08-10;S; 31.8,31.330299488781577,0.4697005112184236;C; 33.381342339981416,34.54817927309972,-1.1668369331183044;T; 35.65955953488577,34.79338469250479,0.8661748423809854;
2021-08-11;S; 31.6,30.644585203067322,0.9554147969326792;C; 32.84970275481311,33.39462838034166,-0.5449256255285491;T; 33.55130257178115,33.58406880735856,-0.03276623557741232;
2021-08-12;S; 30.25,29.916013774495866,0.3339862255041339;C; 31.994772947244485,32.89238914223188,-0.8976161949873926;T; 33.30067089007201,32.99397418327203,0.3066967067999826;
2021-08-13;S; 32.650000000000006,31.573156631638767,1.0768433683612386;C; 35.441498859186765,36.20583070984213,-0.7643318506553669;T; 36.74908987850495,36.323474648480044,0.42561523002490276;
2021-08-20;S; 32.85,31.001728060210155,1.8482719397898464;C; 27.89236580193193,28.652795311823922,-0.760429509891992;T; 29.496808357484213,28.80185197628259,0.6949563812016208;
2021-08-21;S; 34.5,32.40172806021019,2.098271939789811;C; 24.04262134109655,24.767980394962024,-0.7253590538654748;T; 26.793608268238188,26.036362445451118,0.7572458227870698;
2021-08-24;S; 33.05,31.444585203067334,1.6054147969326635;C; 29.26047960192767,30.798748682899486,-1.5382690809718156;T; 31.84615024319163,31.115184323969117,0.7309659192225126;
2022-06-26;S; 32.349999999999994,32.4302994887816,-0.08029948878160553;C; 28.70374873089156,32.595973226016724,-3.8922244951251628;T; 33.37170659065583,33.08182896510061,0.2898776255552207;
2022-08-07;S; 32.2,32.17315663163873,0.02684336836126988;C; 33.426169933562676,33.34168643266139,0.08448350090128542;T; 33.891176739905575,33.37720697040203,0.5139697695035466;
2022-08-08;S; 18.6,17.973156631638744,0.6268433683612571;C; 34.960727592361536,33.941714396058956,1.0190131963025806;T; 35.484864620287624,33.81572014842783,1.669144471859795;
