date; S; urban, rural, UHI; C; urban, rural, UHI; T; urban, rural, UHI;

---tasmin---
2020-07-09;S; 22.710000000000004,19.90744234592445,2.802557654075553;C; 23.02166148600962,21.88924827227885,1.1324132137307714;T; 25.04391497914119,22.025592512265405,3.0183224668757838;
2020-07-10;S; 23.05,20.97029948878159,2.0797005112184124;C; 21.394506680076816,21.24624363409115,0.1482630459856651;T; 23.591816352030605,21.392090124409734,2.1997262276208716;
2020-07-11;S; 21.490000000000002,20.44744234592445,1.0425576540755515;C; 20.967339459005473,21.605811308943906,-0.6384718499384334;T; 22.509776822094594,21.698494661673386,0.8112821604212073;
2020-07-19;S; 20.650000000000002,20.158870917353045,0.49112908264695676;C; 21.56014268554815,21.183601521347757,0.3765411642003933;T; 23.230334651396685,21.375054782045765,1.8552798693509196;
2020-07-20;S; 19.130000000000003,17.73887091735304,1.3911290826469624;C; 21.654348367991396,20.770560689613344,0.8837876783780523;T; 22.84927500221643,20.915577777411468,1.9336972248049626;
2020-07-27;S; 21.970000000000002,21.190299488781612,0.7797005112183903;C; 22.405838544595394,22.223594084517778,0.18224446007761586;T; 23.627931136699683,22.350631877219158,1.2772992594805253;
2020-08-10;S; 20.79,18.650299488781606,2.1397005112183933;C; 20.88402853505381,19.64694122792141,1.237087307132402;T; 22.324275546418527,19.853610837345652,2.4706647090728744;
2020-08-11;S; 20.94,18.49315663163874,2.446843368361261;C; 21.70866810846477,20.740833853372372,0.9678342550923986;T; 23.41272952813341,20.970265040211416,2.4424644879219954;
2020-08-12;S; 19.82,16.796013774495872,3.023986225504128;C; 20.02626702651395,19.239623793386514,0.7866432331274353;T; 22.560872862615703,19.550308720199805,3.010564142415898;
2021-06-07;S; 21.96,21.49315663163874,0.4668433683612605;C; 21.15832438808453,21.619544138571563,-0.46121975048703234;T; 23.146990178890032,21.81165577070609,1.3353344081839431;
2021-06-08;S; 19.21,18.881728060210175,0.3282719397898255;C; 22.15351874305087,22.24196063298184,-0.08844188993096935;T; 23.74521607981202,22.454176552354532,1.2910395274574888;
2021-06-28;S; 22.410000000000004,21.721728060210182,0.6882719397898214;C; 22.513277171121274,22.781751577074296,-0.26847440595302174;T; 23.112565882890735,22.816589674945455,0.2959762079452801;
2021-08-10;S; 22.43,20.361728060210183,2.068271939789817;C; 20.751398695376896,21.62729703181668,-0.8758983364397857;T; 22.986879058898797,21.70259528826188,1.2842837706369181;
2021-08-11;S; 22.830000000000002,21.296013774495883,1.533986225504119;C; 22.900791528236663,23.85922713552541,-0.9584356072887452;T; 24.841441705492105,24.012332315140434,0.8291093903516717;
2021-08-12;S; 21.540000000000003,20.418870917353026,1.121129082646977;C; 23.47080173633402,23.7531776498183,-0.28237591348428026;T; 24.92727527526105,23.874417296050467,1.0528579792105823;
2021-08-13;S; 18.41,17.536013774495885,0.8739862255041153;C; 23.134259119972253,22.903129656173885,0.23112946379836785;T; 24.698483845473017,23.006728710516757,1.69175513495626;
2021-08-20;S; 22.040000000000003,19.89315663163875,2.146843368361253;C; 20.633477505343844,20.716213799867205,-0.08273629452336095;T; 21.562572780357584,20.869602590244188,0.692970190113396;
2021-08-21;S; 22.78,20.087442345924455,2.6925576540755465;C; 20.53574764078711,20.646808873283923,-0.11106123249681232;T; 21.375686509047163,20.781807073688302,0.5938794353588612;
2021-08-24;S; 22.13,18.907442345924473,3.2225576540755263;C; 20.496477682391102,20.318642368360603,0.17783531403049935;T; 22.14497379484527,20.40535538230212,1.7396184125431517;
2022-06-26;S; 18.61,17.478870917353014,1.1311290826469858;C; 18.509242993932286,19.847165979556326,-1.33792298562404;T; 21.510959536214525,20.18019229414666,1.3307672420678642;
